,Category,SubCategory,ObjectName,X,Y,Z,Shadow,Texture,Background,Name,Shape,Size,Datatype
12,Automobile,Audi,RS4,0,180,270,Yes,Black,White,Automobile_Audi_RS4_X0_Y180_Z270_Yes_Black_White.png,"(540, 960, 3)",31746,uint8
13,Automobile,Audi,RS4,0,180,315,Yes,Black,White,Automobile_Audi_RS4_X0_Y180_Z315_Yes_Black_White.png,"(540, 960, 3)",31913,uint8
14,Automobile,Audi,RS4,0,180,360,Yes,Black,White,Automobile_Audi_RS4_X0_Y180_Z360_Yes_Black_White.png,"(540, 960, 3)",19126,uint8
15,Automobile,Audi,RS4,0,225,0,Yes,Black,White,Automobile_Audi_RS4_X0_Y225_Z0_Yes_Black_White.png,"(540, 960, 3)",32158,uint8
16,Automobile,Audi,RS4,0,225,225,Yes,Black,White,Automobile_Audi_RS4_X0_Y225_Z225_Yes_Black_White.png,"(540, 960, 3)",46146,uint8
17,Automobile,Audi,RS4,0,225,270,Yes,Black,White,Automobile_Audi_RS4_X0_Y225_Z270_Yes_Black_White.png,"(540, 960, 3)",41175,uint8
18,Automobile,Audi,RS4,0,225,315,Yes,Black,White,Automobile_Audi_RS4_X0_Y225_Z315_Yes_Black_White.png,"(540, 960, 3)",46916,uint8
19,Automobile,Audi,RS4,0,225,360,Yes,Black,White,Automobile_Audi_RS4_X0_Y225_Z360_Yes_Black_White.png,"(540, 960, 3)",32158,uint8
20,Automobile,Audi,RS4,0,270,0,Yes,Black,White,Automobile_Audi_RS4_X0_Y270_Z0_Yes_Black_White.png,"(540, 960, 3)",33155,uint8
21,Automobile,Audi,RS4,0,270,225,Yes,Black,White,Automobile_Audi_RS4_X0_Y270_Z225_Yes_Black_White.png,"(540, 960, 3)",46808,uint8
22,Automobile,Audi,RS4,0,270,270,Yes,Black,White,Automobile_Audi_RS4_X0_Y270_Z270_Yes_Black_White.png,"(540, 960, 3)",36027,uint8
23,Automobile,Audi,RS4,0,270,315,Yes,Black,White,Automobile_Audi_RS4_X0_Y270_Z315_Yes_Black_White.png,"(540, 960, 3)",45904,uint8
24,Automobile,Audi,RS4,0,270,360,Yes,Black,White,Automobile_Audi_RS4_X0_Y270_Z360_Yes_Black_White.png,"(540, 960, 3)",33155,uint8
25,Automobile,Audi,RS4,0,270,45,Yes,Black,White,Automobile_Audi_RS4_X0_Y270_Z45_Yes_Black_White.png,"(540, 960, 3)",47690,uint8
26,Automobile,Audi,RS4,0,270,90,Yes,Black,White,Automobile_Audi_RS4_X0_Y270_Z90_Yes_Black_White.png,"(540, 960, 3)",37953,uint8
27,Automobile,Audi,RS4,0,315,0,Yes,Black,White,Automobile_Audi_RS4_X0_Y315_Z0_Yes_Black_White.png,"(540, 960, 3)",30967,uint8
28,Automobile,Audi,RS4,0,315,135,Yes,Black,White,Automobile_Audi_RS4_X0_Y315_Z135_Yes_Black_White.png,"(540, 960, 3)",44665,uint8
29,Automobile,Audi,RS4,0,315,360,Yes,Black,White,Automobile_Audi_RS4_X0_Y315_Z360_Yes_Black_White.png,"(540, 960, 3)",30967,uint8
30,Automobile,Audi,RS4,0,315,45,Yes,Black,White,Automobile_Audi_RS4_X0_Y315_Z45_Yes_Black_White.png,"(540, 960, 3)",48188,uint8
31,Automobile,Audi,RS4,0,315,90,Yes,Black,White,Automobile_Audi_RS4_X0_Y315_Z90_Yes_Black_White.png,"(540, 960, 3)",41861,uint8
32,Automobile,Audi,RS4,0,360,0,Yes,Black,White,Automobile_Audi_RS4_X0_Y360_Z0_Yes_Black_White.png,"(540, 960, 3)",17880,uint8
33,Automobile,Audi,RS4,0,360,135,Yes,Black,White,Automobile_Audi_RS4_X0_Y360_Z135_Yes_Black_White.png,"(540, 960, 3)",30880,uint8
34,Automobile,Audi,RS4,0,360,360,Yes,Black,White,Automobile_Audi_RS4_X0_Y360_Z360_Yes_Black_White.png,"(540, 960, 3)",17880,uint8
35,Automobile,Audi,RS4,0,360,45,Yes,Black,White,Automobile_Audi_RS4_X0_Y360_Z45_Yes_Black_White.png,"(540, 960, 3)",32412,uint8
36,Automobile,Audi,RS4,0,360,90,Yes,Black,White,Automobile_Audi_RS4_X0_Y360_Z90_Yes_Black_White.png,"(540, 960, 3)",32625,uint8
37,Automobile,Audi,RS4,0,45,0,Yes,Black,White,Automobile_Audi_RS4_X0_Y45_Z0_Yes_Black_White.png,"(540, 960, 3)",30352,uint8
38,Automobile,Audi,RS4,0,45,135,Yes,Black,White,Automobile_Audi_RS4_X0_Y45_Z135_Yes_Black_White.png,"(540, 960, 3)",46038,uint8
39,Automobile,Audi,RS4,0,45,360,Yes,Black,White,Automobile_Audi_RS4_X0_Y45_Z360_Yes_Black_White.png,"(540, 960, 3)",30352,uint8
40,Automobile,Audi,RS4,0,45,45,Yes,Black,White,Automobile_Audi_RS4_X0_Y45_Z45_Yes_Black_White.png,"(540, 960, 3)",46862,uint8
41,Automobile,Audi,RS4,0,45,90,Yes,Black,White,Automobile_Audi_RS4_X0_Y45_Z90_Yes_Black_White.png,"(540, 960, 3)",41470,uint8
42,Automobile,Audi,RS4,0,90,0,Yes,Black,White,Automobile_Audi_RS4_X0_Y90_Z0_Yes_Black_White.png,"(540, 960, 3)",32478,uint8
43,Automobile,Audi,RS4,0,90,135,Yes,Black,White,Automobile_Audi_RS4_X0_Y90_Z135_Yes_Black_White.png,"(540, 960, 3)",46430,uint8
44,Automobile,Audi,RS4,0,90,270,Yes,Black,White,Automobile_Audi_RS4_X0_Y90_Z270_Yes_Black_White.png,"(540, 960, 3)",37691,uint8
45,Automobile,Audi,RS4,0,90,315,Yes,Black,White,Automobile_Audi_RS4_X0_Y90_Z315_Yes_Black_White.png,"(540, 960, 3)",47917,uint8
46,Automobile,Audi,RS4,0,90,360,Yes,Black,White,Automobile_Audi_RS4_X0_Y90_Z360_Yes_Black_White.png,"(540, 960, 3)",32478,uint8
47,Automobile,Audi,RS4,0,90,45,Yes,Black,White,Automobile_Audi_RS4_X0_Y90_Z45_Yes_Black_White.png,"(540, 960, 3)",45953,uint8
48,Automobile,Audi,RS4,0,90,90,Yes,Black,White,Automobile_Audi_RS4_X0_Y90_Z90_Yes_Black_White.png,"(540, 960, 3)",35912,uint8
49,Automobile,Audi,RS4,135,0,135,Yes,Black,White,Automobile_Audi_RS4_X135_Y0_Z135_Yes_Black_White.png,"(540, 960, 3)",46200,uint8
50,Automobile,Audi,RS4,135,0,180,Yes,Black,White,Automobile_Audi_RS4_X135_Y0_Z180_Yes_Black_White.png,"(540, 960, 3)",29263,uint8
51,Automobile,Audi,RS4,135,0,45,Yes,Black,White,Automobile_Audi_RS4_X135_Y0_Z45_Yes_Black_White.png,"(540, 960, 3)",43248,uint8
52,Automobile,Audi,RS4,135,0,90,Yes,Black,White,Automobile_Audi_RS4_X135_Y0_Z90_Yes_Black_White.png,"(540, 960, 3)",50029,uint8
53,Automobile,Audi,RS4,135,135,180,Yes,Black,White,Automobile_Audi_RS4_X135_Y135_Z180_Yes_Black_White.png,"(540, 960, 3)",43161,uint8
54,Automobile,Audi,RS4,135,135,225,Yes,Black,White,Automobile_Audi_RS4_X135_Y135_Z225_Yes_Black_White.png,"(540, 960, 3)",44953,uint8
55,Automobile,Audi,RS4,135,135,270,Yes,Black,White,Automobile_Audi_RS4_X135_Y135_Z270_Yes_Black_White.png,"(540, 960, 3)",53010,uint8
56,Automobile,Audi,RS4,135,135,315,Yes,Black,White,Automobile_Audi_RS4_X135_Y135_Z315_Yes_Black_White.png,"(540, 960, 3)",40382,uint8
57,Automobile,Audi,RS4,135,180,180,Yes,Black,White,Automobile_Audi_RS4_X135_Y180_Z180_Yes_Black_White.png,"(540, 960, 3)",27159,uint8
58,Automobile,Audi,RS4,135,180,225,Yes,Black,White,Automobile_Audi_RS4_X135_Y180_Z225_Yes_Black_White.png,"(540, 960, 3)",43961,uint8
59,Automobile,Audi,RS4,135,180,270,Yes,Black,White,Automobile_Audi_RS4_X135_Y180_Z270_Yes_Black_White.png,"(540, 960, 3)",51344,uint8
60,Automobile,Audi,RS4,135,180,315,Yes,Black,White,Automobile_Audi_RS4_X135_Y180_Z315_Yes_Black_White.png,"(540, 960, 3)",44763,uint8
61,Automobile,Audi,RS4,135,225,180,Yes,Black,White,Automobile_Audi_RS4_X135_Y225_Z180_Yes_Black_White.png,"(540, 960, 3)",41302,uint8
62,Automobile,Audi,RS4,135,225,225,Yes,Black,White,Automobile_Audi_RS4_X135_Y225_Z225_Yes_Black_White.png,"(540, 960, 3)",42156,uint8
63,Automobile,Audi,RS4,135,225,270,Yes,Black,White,Automobile_Audi_RS4_X135_Y225_Z270_Yes_Black_White.png,"(540, 960, 3)",52243,uint8
64,Automobile,Audi,RS4,135,225,315,Yes,Black,White,Automobile_Audi_RS4_X135_Y225_Z315_Yes_Black_White.png,"(540, 960, 3)",43480,uint8
65,Automobile,Audi,RS4,135,270,135,Yes,Black,White,Automobile_Audi_RS4_X135_Y270_Z135_Yes_Black_White.png,"(540, 960, 3)",36027,uint8
66,Automobile,Audi,RS4,135,270,180,Yes,Black,White,Automobile_Audi_RS4_X135_Y270_Z180_Yes_Black_White.png,"(540, 960, 3)",45904,uint8
67,Automobile,Audi,RS4,135,270,225,Yes,Black,White,Automobile_Audi_RS4_X135_Y270_Z225_Yes_Black_White.png,"(540, 960, 3)",33155,uint8
68,Automobile,Audi,RS4,135,270,270,Yes,Black,White,Automobile_Audi_RS4_X135_Y270_Z270_Yes_Black_White.png,"(540, 960, 3)",47690,uint8
69,Automobile,Audi,RS4,135,270,315,Yes,Black,White,Automobile_Audi_RS4_X135_Y270_Z315_Yes_Black_White.png,"(540, 960, 3)",37953,uint8
70,Automobile,Audi,RS4,135,270,90,Yes,Black,White,Automobile_Audi_RS4_X135_Y270_Z90_Yes_Black_White.png,"(540, 960, 3)",46808,uint8
71,Automobile,Audi,RS4,135,315,135,Yes,Black,White,Automobile_Audi_RS4_X135_Y315_Z135_Yes_Black_White.png,"(540, 960, 3)",44554,uint8
72,Automobile,Audi,RS4,135,315,180,Yes,Black,White,Automobile_Audi_RS4_X135_Y315_Z180_Yes_Black_White.png,"(540, 960, 3)",44231,uint8
73,Automobile,Audi,RS4,135,315,45,Yes,Black,White,Automobile_Audi_RS4_X135_Y315_Z45_Yes_Black_White.png,"(540, 960, 3)",42195,uint8
74,Automobile,Audi,RS4,135,315,90,Yes,Black,White,Automobile_Audi_RS4_X135_Y315_Z90_Yes_Black_White.png,"(540, 960, 3)",52192,uint8
75,Automobile,Audi,RS4,135,360,135,Yes,Black,White,Automobile_Audi_RS4_X135_Y360_Z135_Yes_Black_White.png,"(540, 960, 3)",46200,uint8
76,Automobile,Audi,RS4,135,360,180,Yes,Black,White,Automobile_Audi_RS4_X135_Y360_Z180_Yes_Black_White.png,"(540, 960, 3)",29263,uint8
77,Automobile,Audi,RS4,135,360,45,Yes,Black,White,Automobile_Audi_RS4_X135_Y360_Z45_Yes_Black_White.png,"(540, 960, 3)",43248,uint8
78,Automobile,Audi,RS4,135,360,90,Yes,Black,White,Automobile_Audi_RS4_X135_Y360_Z90_Yes_Black_White.png,"(540, 960, 3)",50029,uint8
79,Automobile,Audi,RS4,135,45,135,Yes,Black,White,Automobile_Audi_RS4_X135_Y45_Z135_Yes_Black_White.png,"(540, 960, 3)",41959,uint8
80,Automobile,Audi,RS4,135,45,180,Yes,Black,White,Automobile_Audi_RS4_X135_Y45_Z180_Yes_Black_White.png,"(540, 960, 3)",43730,uint8
81,Automobile,Audi,RS4,135,45,45,Yes,Black,White,Automobile_Audi_RS4_X135_Y45_Z45_Yes_Black_White.png,"(540, 960, 3)",43887,uint8
82,Automobile,Audi,RS4,135,45,90,Yes,Black,White,Automobile_Audi_RS4_X135_Y45_Z90_Yes_Black_White.png,"(540, 960, 3)",52213,uint8
83,Automobile,Audi,RS4,135,90,135,Yes,Black,White,Automobile_Audi_RS4_X135_Y90_Z135_Yes_Black_White.png,"(540, 960, 3)",32478,uint8
84,Automobile,Audi,RS4,135,90,180,Yes,Black,White,Automobile_Audi_RS4_X135_Y90_Z180_Yes_Black_White.png,"(540, 960, 3)",45953,uint8
85,Automobile,Audi,RS4,135,90,225,Yes,Black,White,Automobile_Audi_RS4_X135_Y90_Z225_Yes_Black_White.png,"(540, 960, 3)",35912,uint8
86,Automobile,Audi,RS4,135,90,270,Yes,Black,White,Automobile_Audi_RS4_X135_Y90_Z270_Yes_Black_White.png,"(540, 960, 3)",46430,uint8
87,Automobile,Audi,RS4,135,90,45,Yes,Black,White,Automobile_Audi_RS4_X135_Y90_Z45_Yes_Black_White.png,"(540, 960, 3)",37691,uint8
88,Automobile,Audi,RS4,135,90,90,Yes,Black,White,Automobile_Audi_RS4_X135_Y90_Z90_Yes_Black_White.png,"(540, 960, 3)",47917,uint8
89,Automobile,Audi,RS4,180,0,135,Yes,Black,White,Automobile_Audi_RS4_X180_Y0_Z135_Yes_Black_White.png,"(540, 960, 3)",31913,uint8
90,Automobile,Audi,RS4,180,0,180,Yes,Black,White,Automobile_Audi_RS4_X180_Y0_Z180_Yes_Black_White.png,"(540, 960, 3)",19126,uint8
91,Automobile,Audi,RS4,180,0,45,Yes,Black,White,Automobile_Audi_RS4_X180_Y0_Z45_Yes_Black_White.png,"(540, 960, 3)",32311,uint8
92,Automobile,Audi,RS4,180,0,90,Yes,Black,White,Automobile_Audi_RS4_X180_Y0_Z90_Yes_Black_White.png,"(540, 960, 3)",31746,uint8
93,Automobile,Audi,RS4,180,135,180,Yes,Black,White,Automobile_Audi_RS4_X180_Y135_Z180_Yes_Black_White.png,"(540, 960, 3)",30352,uint8
94,Automobile,Audi,RS4,180,135,225,Yes,Black,White,Automobile_Audi_RS4_X180_Y135_Z225_Yes_Black_White.png,"(540, 960, 3)",46862,uint8
95,Automobile,Audi,RS4,180,135,270,Yes,Black,White,Automobile_Audi_RS4_X180_Y135_Z270_Yes_Black_White.png,"(540, 960, 3)",41470,uint8
96,Automobile,Audi,RS4,180,135,315,Yes,Black,White,Automobile_Audi_RS4_X180_Y135_Z315_Yes_Black_White.png,"(540, 960, 3)",46038,uint8
97,Automobile,Audi,RS4,180,180,180,Yes,Black,White,Automobile_Audi_RS4_X180_Y180_Z180_Yes_Black_White.png,"(540, 960, 3)",17880,uint8
98,Automobile,Audi,RS4,180,180,225,Yes,Black,White,Automobile_Audi_RS4_X180_Y180_Z225_Yes_Black_White.png,"(540, 960, 3)",32412,uint8
99,Automobile,Audi,RS4,180,180,270,Yes,Black,White,Automobile_Audi_RS4_X180_Y180_Z270_Yes_Black_White.png,"(540, 960, 3)",32625,uint8
100,Automobile,Audi,RS4,180,180,315,Yes,Black,White,Automobile_Audi_RS4_X180_Y180_Z315_Yes_Black_White.png,"(540, 960, 3)",30880,uint8
101,Automobile,Audi,RS4,180,225,180,Yes,Black,White,Automobile_Audi_RS4_X180_Y225_Z180_Yes_Black_White.png,"(540, 960, 3)",30967,uint8
102,Automobile,Audi,RS4,180,225,225,Yes,Black,White,Automobile_Audi_RS4_X180_Y225_Z225_Yes_Black_White.png,"(540, 960, 3)",48188,uint8
103,Automobile,Audi,RS4,180,225,270,Yes,Black,White,Automobile_Audi_RS4_X180_Y225_Z270_Yes_Black_White.png,"(540, 960, 3)",41861,uint8
104,Automobile,Audi,RS4,180,225,315,Yes,Black,White,Automobile_Audi_RS4_X180_Y225_Z315_Yes_Black_White.png,"(540, 960, 3)",44665,uint8
105,Automobile,Audi,RS4,180,270,135,Yes,Black,White,Automobile_Audi_RS4_X180_Y270_Z135_Yes_Black_White.png,"(540, 960, 3)",45904,uint8
106,Automobile,Audi,RS4,180,270,180,Yes,Black,White,Automobile_Audi_RS4_X180_Y270_Z180_Yes_Black_White.png,"(540, 960, 3)",33155,uint8
107,Automobile,Audi,RS4,180,270,225,Yes,Black,White,Automobile_Audi_RS4_X180_Y270_Z225_Yes_Black_White.png,"(540, 960, 3)",47690,uint8
108,Automobile,Audi,RS4,180,270,270,Yes,Black,White,Automobile_Audi_RS4_X180_Y270_Z270_Yes_Black_White.png,"(540, 960, 3)",37953,uint8
109,Automobile,Audi,RS4,180,270,45,Yes,Black,White,Automobile_Audi_RS4_X180_Y270_Z45_Yes_Black_White.png,"(540, 960, 3)",46808,uint8
110,Automobile,Audi,RS4,180,270,90,Yes,Black,White,Automobile_Audi_RS4_X180_Y270_Z90_Yes_Black_White.png,"(540, 960, 3)",36027,uint8
111,Automobile,Audi,RS4,180,315,135,Yes,Black,White,Automobile_Audi_RS4_X180_Y315_Z135_Yes_Black_White.png,"(540, 960, 3)",46916,uint8
112,Automobile,Audi,RS4,180,315,180,Yes,Black,White,Automobile_Audi_RS4_X180_Y315_Z180_Yes_Black_White.png,"(540, 960, 3)",32158,uint8
113,Automobile,Audi,RS4,180,315,45,Yes,Black,White,Automobile_Audi_RS4_X180_Y315_Z45_Yes_Black_White.png,"(540, 960, 3)",46146,uint8
114,Automobile,Audi,RS4,180,315,90,Yes,Black,White,Automobile_Audi_RS4_X180_Y315_Z90_Yes_Black_White.png,"(540, 960, 3)",41175,uint8
115,Automobile,Audi,RS4,180,360,135,Yes,Black,White,Automobile_Audi_RS4_X180_Y360_Z135_Yes_Black_White.png,"(540, 960, 3)",31913,uint8
116,Automobile,Audi,RS4,180,360,180,Yes,Black,White,Automobile_Audi_RS4_X180_Y360_Z180_Yes_Black_White.png,"(540, 960, 3)",19126,uint8
117,Automobile,Audi,RS4,180,360,45,Yes,Black,White,Automobile_Audi_RS4_X180_Y360_Z45_Yes_Black_White.png,"(540, 960, 3)",32311,uint8
118,Automobile,Audi,RS4,180,360,90,Yes,Black,White,Automobile_Audi_RS4_X180_Y360_Z90_Yes_Black_White.png,"(540, 960, 3)",31746,uint8
119,Automobile,Audi,RS4,180,45,135,Yes,Black,White,Automobile_Audi_RS4_X180_Y45_Z135_Yes_Black_White.png,"(540, 960, 3)",47483,uint8
120,Automobile,Audi,RS4,180,45,180,Yes,Black,White,Automobile_Audi_RS4_X180_Y45_Z180_Yes_Black_White.png,"(540, 960, 3)",31984,uint8
121,Automobile,Audi,RS4,180,45,45,Yes,Black,White,Automobile_Audi_RS4_X180_Y45_Z45_Yes_Black_White.png,"(540, 960, 3)",45147,uint8
122,Automobile,Audi,RS4,180,45,90,Yes,Black,White,Automobile_Audi_RS4_X180_Y45_Z90_Yes_Black_White.png,"(540, 960, 3)",41063,uint8
123,Automobile,Audi,RS4,180,90,135,Yes,Black,White,Automobile_Audi_RS4_X180_Y90_Z135_Yes_Black_White.png,"(540, 960, 3)",47917,uint8
124,Automobile,Audi,RS4,180,90,180,Yes,Black,White,Automobile_Audi_RS4_X180_Y90_Z180_Yes_Black_White.png,"(540, 960, 3)",32478,uint8
125,Automobile,Audi,RS4,180,90,225,Yes,Black,White,Automobile_Audi_RS4_X180_Y90_Z225_Yes_Black_White.png,"(540, 960, 3)",45953,uint8
126,Automobile,Audi,RS4,180,90,270,Yes,Black,White,Automobile_Audi_RS4_X180_Y90_Z270_Yes_Black_White.png,"(540, 960, 3)",35912,uint8
127,Automobile,Audi,RS4,180,90,315,Yes,Black,White,Automobile_Audi_RS4_X180_Y90_Z315_Yes_Black_White.png,"(540, 960, 3)",46430,uint8
128,Automobile,Audi,RS4,180,90,90,Yes,Black,White,Automobile_Audi_RS4_X180_Y90_Z90_Yes_Black_White.png,"(540, 960, 3)",37691,uint8
129,Automobile,Audi,RS4,225,0,0,Yes,Black,White,Automobile_Audi_RS4_X225_Y0_Z0_Yes_Black_White.png,"(540, 960, 3)",26775,uint8
130,Automobile,Audi,RS4,225,0,135,Yes,Black,White,Automobile_Audi_RS4_X225_Y0_Z135_Yes_Black_White.png,"(540, 960, 3)",45705,uint8
131,Automobile,Audi,RS4,225,0,180,Yes,Black,White,Automobile_Audi_RS4_X225_Y0_Z180_Yes_Black_White.png,"(540, 960, 3)",29778,uint8
132,Automobile,Audi,RS4,225,0,360,Yes,Black,White,Automobile_Audi_RS4_X225_Y0_Z360_Yes_Black_White.png,"(540, 960, 3)",26775,uint8
133,Automobile,Audi,RS4,225,0,45,Yes,Black,White,Automobile_Audi_RS4_X225_Y0_Z45_Yes_Black_White.png,"(540, 960, 3)",42637,uint8
134,Automobile,Audi,RS4,225,0,90,Yes,Black,White,Automobile_Audi_RS4_X225_Y0_Z90_Yes_Black_White.png,"(540, 960, 3)",47732,uint8
135,Automobile,Audi,RS4,225,135,0,Yes,Black,White,Automobile_Audi_RS4_X225_Y135_Z0_Yes_Black_White.png,"(540, 960, 3)",44998,uint8
136,Automobile,Audi,RS4,225,135,180,Yes,Black,White,Automobile_Audi_RS4_X225_Y135_Z180_Yes_Black_White.png,"(540, 960, 3)",42238,uint8
137,Automobile,Audi,RS4,225,135,225,Yes,Black,White,Automobile_Audi_RS4_X225_Y135_Z225_Yes_Black_White.png,"(540, 960, 3)",41234,uint8
138,Automobile,Audi,RS4,225,135,270,Yes,Black,White,Automobile_Audi_RS4_X225_Y135_Z270_Yes_Black_White.png,"(540, 960, 3)",50372,uint8
139,Automobile,Audi,RS4,225,135,315,Yes,Black,White,Automobile_Audi_RS4_X225_Y135_Z315_Yes_Black_White.png,"(540, 960, 3)",43076,uint8
140,Automobile,Audi,RS4,225,135,360,Yes,Black,White,Automobile_Audi_RS4_X225_Y135_Z360_Yes_Black_White.png,"(540, 960, 3)",44998,uint8
141,Automobile,Audi,RS4,225,180,0,Yes,Black,White,Automobile_Audi_RS4_X225_Y180_Z0_Yes_Black_White.png,"(540, 960, 3)",30438,uint8
142,Automobile,Audi,RS4,225,180,180,Yes,Black,White,Automobile_Audi_RS4_X225_Y180_Z180_Yes_Black_White.png,"(540, 960, 3)",27664,uint8
143,Automobile,Audi,RS4,225,180,225,Yes,Black,White,Automobile_Audi_RS4_X225_Y180_Z225_Yes_Black_White.png,"(540, 960, 3)",43017,uint8
144,Automobile,Audi,RS4,225,180,270,Yes,Black,White,Automobile_Audi_RS4_X225_Y180_Z270_Yes_Black_White.png,"(540, 960, 3)",49224,uint8
145,Automobile,Audi,RS4,225,180,315,Yes,Black,White,Automobile_Audi_RS4_X225_Y180_Z315_Yes_Black_White.png,"(540, 960, 3)",43481,uint8
146,Automobile,Audi,RS4,225,180,360,Yes,Black,White,Automobile_Audi_RS4_X225_Y180_Z360_Yes_Black_White.png,"(540, 960, 3)",30438,uint8
147,Automobile,Audi,RS4,225,225,0,Yes,Black,White,Automobile_Audi_RS4_X225_Y225_Z0_Yes_Black_White.png,"(540, 960, 3)",45884,uint8
148,Automobile,Audi,RS4,225,225,180,Yes,Black,White,Automobile_Audi_RS4_X225_Y225_Z180_Yes_Black_White.png,"(540, 960, 3)",44264,uint8
149,Automobile,Audi,RS4,225,225,225,Yes,Black,White,Automobile_Audi_RS4_X225_Y225_Z225_Yes_Black_White.png,"(540, 960, 3)",44929,uint8
150,Automobile,Audi,RS4,225,225,270,Yes,Black,White,Automobile_Audi_RS4_X225_Y225_Z270_Yes_Black_White.png,"(540, 960, 3)",50996,uint8
151,Automobile,Audi,RS4,225,225,315,Yes,Black,White,Automobile_Audi_RS4_X225_Y225_Z315_Yes_Black_White.png,"(540, 960, 3)",40546,uint8
152,Automobile,Audi,RS4,225,225,360,Yes,Black,White,Automobile_Audi_RS4_X225_Y225_Z360_Yes_Black_White.png,"(540, 960, 3)",45884,uint8
153,Automobile,Audi,RS4,225,270,0,Yes,Black,White,Automobile_Audi_RS4_X225_Y270_Z0_Yes_Black_White.png,"(540, 960, 3)",46808,uint8
154,Automobile,Audi,RS4,225,270,135,Yes,Black,White,Automobile_Audi_RS4_X225_Y270_Z135_Yes_Black_White.png,"(540, 960, 3)",33155,uint8
155,Automobile,Audi,RS4,225,270,180,Yes,Black,White,Automobile_Audi_RS4_X225_Y270_Z180_Yes_Black_White.png,"(540, 960, 3)",47690,uint8
156,Automobile,Audi,RS4,225,270,225,Yes,Black,White,Automobile_Audi_RS4_X225_Y270_Z225_Yes_Black_White.png,"(540, 960, 3)",37953,uint8
157,Automobile,Audi,RS4,225,270,360,Yes,Black,White,Automobile_Audi_RS4_X225_Y270_Z360_Yes_Black_White.png,"(540, 960, 3)",46808,uint8
158,Automobile,Audi,RS4,225,270,45,Yes,Black,White,Automobile_Audi_RS4_X225_Y270_Z45_Yes_Black_White.png,"(540, 960, 3)",36027,uint8
159,Automobile,Audi,RS4,225,270,90,Yes,Black,White,Automobile_Audi_RS4_X225_Y270_Z90_Yes_Black_White.png,"(540, 960, 3)",45904,uint8
160,Automobile,Audi,RS4,225,315,0,Yes,Black,White,Automobile_Audi_RS4_X225_Y315_Z0_Yes_Black_White.png,"(540, 960, 3)",42177,uint8
161,Automobile,Audi,RS4,225,315,135,Yes,Black,White,Automobile_Audi_RS4_X225_Y315_Z135_Yes_Black_White.png,"(540, 960, 3)",41359,uint8
162,Automobile,Audi,RS4,225,315,180,Yes,Black,White,Automobile_Audi_RS4_X225_Y315_Z180_Yes_Black_White.png,"(540, 960, 3)",44456,uint8
163,Automobile,Audi,RS4,225,315,360,Yes,Black,White,Automobile_Audi_RS4_X225_Y315_Z360_Yes_Black_White.png,"(540, 960, 3)",42177,uint8
164,Automobile,Audi,RS4,225,315,45,Yes,Black,White,Automobile_Audi_RS4_X225_Y315_Z45_Yes_Black_White.png,"(540, 960, 3)",44152,uint8
165,Automobile,Audi,RS4,225,315,90,Yes,Black,White,Automobile_Audi_RS4_X225_Y315_Z90_Yes_Black_White.png,"(540, 960, 3)",50174,uint8
166,Automobile,Audi,RS4,225,360,0,Yes,Black,White,Automobile_Audi_RS4_X225_Y360_Z0_Yes_Black_White.png,"(540, 960, 3)",26775,uint8
